source	target	depth
knowledge representation	commonsense knowledge base	3
knowledge representation	conceptual graph	3
knowledge representation	datr	3
knowledge representation	logico-linguistic modeling	3
knowledge representation	personal knowledge base	3
knowledge representation	knowledge management	3
knowledge representation	semantic technology	3
knowledge representation	valuation-based system	3
knowledge representation	alphabet of human thought	3
domain-specific language	language workbench	3
domain-specific language	architecture description language	3
domain-specific language	domain-specific entertainment language	3
domain-specific language	language for specific purposes	3
domain-specific language	metalinguistic abstraction	3
domain-specific language	programming domain	3
word vector	latent semantic analysis	3
word vector	brown clustering	3
word vector	glove (machine learning)	3
word vector	word2vec	3
word vector	fasttext	3
word vector	gensim	3
latent dirichlet allocation	variational bayesian methods	3
latent dirichlet allocation	pachinko allocation	3
latent dirichlet allocation	tf-idf	3
topic model	explicit semantic analysis	3
topic model	latent semantic analysis	3
topic model	latent dirichlet allocation	3
topic model	hierarchical dirichlet process	3
topic model	non-negative matrix factorization	3
topic model	bigartm	3
topic model	mallet (software project)	3
topic model	gensim	3
topic model	sttm	3
probabilistic latent semantic analysis	compound term processing	3
probabilistic latent semantic analysis	pachinko allocation	3
probabilistic latent semantic analysis	vector space model	3
spamdexing	adversarial information retrieval	3
spamdexing	index (search engine)	3
spamdexing	trustrank	3
spamdexing	web scraping	3
spamdexing	microsoft smartscreen	3
spamdexing	windows defender	3
distributional semantics	co-occurrence	3
distributional semantics	gensim	3
distributional semantics	phraseme	3
distributional semantics	random indexing	3
distributional semantics	sentence embedding	3
distributional semantics	statistical semantics	3
distributional semantics	word2vec	3
distributional semantics	word embedding	3
distributional semantics	scott deerwester	3
distributional semantics	susan dumais	3
distributional semantics	j. r. firth	3
distributional semantics	george furnas	3
distributional semantics	zellig harris	3
distributional semantics	richard hirschman	3
distributional semantics	thomas landauer	3
distributional semantics	magnus sahlgren	3
distributional semantics	hinrich schütze	3
compound term processing	concept searching limited	3
compound term processing	enterprise search	3
compound term processing	information retrieval	3
latent semantic mapping	latent semantic analysis	3
principal components analysis	correspondence analysis	3
principal components analysis	multiple correspondence analysis	3
principal components analysis	factor analysis of mixed data	3
principal components analysis	canonical correlation	3
principal components analysis	cur matrix approximation	3
principal components analysis	detrended correspondence analysis	3
principal components analysis	dynamic mode decomposition	3
principal components analysis	eigenface	3
principal components analysis	v:exploratory factor analysis	3
principal components analysis	factorial code	3
principal components analysis	functional principal component analysis	3
principal components analysis	geometric data analysis	3
principal components analysis	independent component analysis	3
principal components analysis	kernel pca	3
principal components analysis	l1-norm principal component analysis	3
principal components analysis	low-rank approximation	3
principal components analysis	matrix decomposition	3
principal components analysis	non-negative matrix factorization	3
principal components analysis	nonlinear dimensionality reduction	3
